Taxa	Genotype	Country	Date
OM669655.1	HBV-B	China	2016
OM669654.1	HBV-B	China	2017
OM669653.1	HBV-B	China	2016
OM669652.1	HBV-B	China	2015
OM669651.1	HBV-B	China	2015
OM669650.1	HBV-C	China	2017
OM669649.1	HBV-C	China	2017
OM669648.1	HBV-C	China	2017
OM669647.1	HBV-C	China	2014
OM669646.1	HBV-C	China	2014
OM669645.1	HBV-C	China	2017
OM669644.1	HBV-C	China	2017
OM669643.1	HBV-C	China	2017
OM669642.1	HBV-C	China	2017
OM669641.1	HBV-C	China	2015
OM669640.1	HBV-C	China	2014
OM669639.1	HBV-C	China	2014
OM669638.1	HBV-C	China	2014
OM669637.1	HBV-C	China	2014
OM669636.1	HBV-C	China	2014
OM669635.1	HBV-C	China	2014
OM669634.1	HBV-C	China	2014
OM669633.1	HBV-C	China	2014
OM669632.1	HBV-C	China	2014
OM669631.1	HBV-C	China	2014
OM669630.1	HBV-C	China	2014
OM669629.1	HBV-C	China	2014
OM669628.1	HBV-C	China	2014
OM669627.1	HBV-B	China	2015
OM669626.1	HBV-B	China	2015
OM669625.1	HBV-B	China	2015
OM669624.1	HBV-B	China	2015
OM669623.1	HBV-B	China	2015
OM669622.1	HBV-B	China	2015
OM669621.1	HBV-B	China	2015
OM669620.1	HBV-B	China	2015
OM669619.1	HBV-B	China	2017
OM669618.1	HBV-B	China	2017
OM669617.1	HBV-B	China	2017
OM669616.1	HBV-B	China	2017
OM669615.1	HBV-B	China	2017
OM669614.1	HBV-B	China	2017
OM669613.1	HBV-B	China	2017
OM669612.1	HBV-B	China	2017
OM669611.1	HBV-B	China	2017
OM669610.1	HBV-B	China	2017
OM669609.1	HBV-B	China	2017
OM669608.1	HBV-B	China	2017
OM669607.1	HBV-B	China	2014
OM669606.1	HBV-B	China	2014
OM669605.1	HBV-B	China	2015
OM669604.1	HBV-B	China	2014
OM669603.1	HBV-B	China	2014
OM669602.1	HBV-B	China	2014
OM669601.1	HBV-B	China	2016
OM669600.1	HBV-B	China	2014
OM669599.1	HBV-B	China	2014
OM669598.1	HBV-B	China	2014
OM669597.1	HBV-B	China	2014
OM669596.1	HBV-B	China	2014
OM669595.1	HBV-B	China	2014
OM669594.1	HBV-B	China	2014
OM669593.1	HBV-B	China	2014
OM669592.1	HBV-B	China	2014
OM669591.1	HBV-B	China	2014
OM669590.1	HBV-B	China	2014
OM669589.1	HBV-B	China	2014
OM669588.1	HBV-B	China	2014
OM669587.1	HBV-B	China	2014
OM669586.1	HBV-B	China	2014
OM669585.1	HBV-B	China	2014
OM669584.1	HBV-B	China	2014
OM669583.1	HBV-B	China	2014
OM669582.1	HBV-B	China	2014
OM669581.1	HBV-B	China	2014
OM669580.1	HBV-B	China	2014
OM669579.1	HBV-B	China	2014
OM669578.1	HBV-B	China	2014
OM669577.1	HBV-B	China	2014
OM669576.1	HBV-B	China	2014
OM669575.1	HBV-B	China	2014
OM669574.1	HBV-B	China	2014
OM669573.1	HBV-B	China	2014
OM669572.1	HBV-B	China	2014
OM669571.1	HBV-B	China	2014
OM669570.1	HBV-B	China	2014
OM669569.1	HBV-B	China	2016
OM669568.1	HBV-B	China	2016
OM669567.1	HBV-B	China	2015
OM333239.1	HBV-D	Russia	2021
OM304327.1	HBV-D	Russia	2021
OM304326.1	HBV-A	Russia	2021
OM304325.1	HBV-D	Russia	2021
OM304324.1	HBV-D	Russia	2021
OM304323.1	HBV-D	Russia	2021
OM304322.1	HBV-D	Russia	2021
OM304321.1	HBV-D	Russia	2021
OM304320.1	HBV-D	Russia	2021
OM304319.1	HBV-D	Russia	2021
OM304318.1	HBV-D	Russia	2021
OM304317.1	HBV-D	Russia	2021
OM304316.1	HBV-D	Russia	2021
OM304315.1	HBV-D	Russia	2021
OM304314.1	HBV-D	Russia	2021
OM304313.1	HBV-D	Russia	2021
OM304312.1	HBV-D	Russia	2021
OM304311.1	HBV-D	Russia	2021
OM304310.1	HBV-D	Russia	2021
OM304307.1	HBV-D	Russia	2021
OM304306.1	HBV-D	Russia	2021
OM194175.1	HBV-D	United States	2014
OM181501.1	HBV-D	Brazil	2018
OM181497.1	HBV-D	Brazil	2018
OM181496.1	HBV-A	Brazil	2019
OM181495.1	HBV-F	Brazil	2019
OM181491.1	HBV-F	Brazil	2018
OM181490.1	HBV-A	Brazil	2018
OM025254.1	HBV-D	Russia	2021
OL907123.1	HBV-F	Argentina	2013
OL780537.1	HBV-C	China	2020
OK998527.1	HBV-D	Serbia	2019
OK998526.1	HBV-A	Serbia	2019
OK998525.1	HBV-D	Serbia	2019
OK998524.1	HBV-D	Serbia	2019
OK998523.1	HBV-D	Russia	2018
OK998522.1	HBV-D	Russia	2018
OK998521.1	HBV-D	Russia	2018
OK998520.1	HBV-D	Russia	2018
OK998519.1	HBV-D	Russia	2018
OK274310.1	HBV-A	India	2021
OK143498.1	HBV-A	Unknown	2018
OK143497.1	HBV-D	Unknown	2008
OK143496.1	HBV-D	Unknown	2018
OK143495.1	HBV-A	Unknown	2018
OK143494.1	HBV-D	Unknown	2018
OK143493.1	HBV-D	Unknown	2008
OK143492.1	HBV-A	Unknown	2008
OK143491.1	HBV-D	Unknown	2008
OK143490.1	HBV-D	Unknown	2018
OK143489.1	HBV-D	Unknown	2018
OK143488.1	HBV-D	Unknown	2008
OK143487.1	HBV-D	Unknown	2008
OK143486.1	HBV-D	Unknown	2008
OK143485.1	HBV-D	Unknown	2018
OK143484.1	HBV-A	Unknown	2008
OK143483.1	HBV-A	Unknown	2008
OK143482.1	HBV-A	Unknown	2018
OK143481.1	HBV-A	Unknown	2008
OK143480.1	HBV-D	Unknown	2018
OK143479.1	HBV-D	Unknown	2008
OK143478.1	HBV-A	Unknown	2018
OK143477.1	HBV-A	Unknown	2018
OK143476.1	HBV-D	Unknown	2008
OK143475.1	HBV-D	Unknown	2008
OK143474.1	HBV-D	Unknown	2018
OK143473.1	HBV-D	Unknown	2008
OK143472.1	HBV-D	Unknown	2008
OK143471.1	HBV-D	Unknown	2008
OK143470.1	HBV-D	Unknown	2018
OK143469.1	HBV-D	Unknown	2008
OK143468.1	HBV-D	Unknown	2008
OK143467.1	HBV-D	Unknown	2008
OK106257.1	HBV-F	Argentina	2019
OK106256.1	HBV-D	Argentina	2019
OK106255.1	HBV-C	Argentina	2019
OK106254.1	HBV-B	Argentina	2019
OK106253.1	HBV-A	Argentina	2019
MZ962199.1	HBV-E	Guinea	2019
MZ962198.1	HBV-E	Guinea	2019
MZ962197.1	HBV-E	Guinea	2019
MZ962196.1	HBV-E	Guinea	2019
MZ962195.1	HBV-E	Guinea	2019
MZ962194.1	HBV-E	Guinea	2019
MZ962193.1	HBV-E	Guinea	2019
MZ962192.1	HBV-E	Guinea	2019
MZ962191.1	HBV-E	Guinea	2019
MZ962190.1	HBV-E	Guinea	2019
MZ962189.1	HBV-E	Guinea	2019
MZ934440.1	HBV-B	China	2020
MZ934439.1	HBV-B	China	2020
MZ934438.1	HBV-B	China	2020
MZ934437.1	HBV-B	China	2020
MZ934436.1	HBV-B	China	2020
MZ934435.1	HBV-B	China	2020
MZ934434.1	HBV-C	China	2020
MZ934433.1	HBV-C	China	2020
MZ934432.1	HBV-C	China	2020
MZ934431.1	HBV-C	China	2020
MZ934430.1	HBV-B	China	2020
MZ934429.1	HBV-B	China	2020
MZ934428.1	HBV-B	China	2020
MZ934427.1	HBV-B	China	2020
MZ934426.1	HBV-B	China	2020
MZ934425.1	HBV-C	China	2020
MZ934424.1	HBV-C	China	2020
MZ934423.1	HBV-B	China	2020
MZ934422.1	HBV-C	China	2020
MZ675807.1	HBV-B	Viet Nam	2018
MZ675806.1	HBV-B	Viet Nam	2018
MZ675805.1	HBV-B	Viet Nam	2018
MZ675804.1	HBV-B	Viet Nam	2018
MZ675803.1	HBV-B	Viet Nam	2018
MZ675802.1	HBV-B	Viet Nam	2018
MZ675801.1	HBV-B	Viet Nam	2018
MZ675800.1	HBV-B	Viet Nam	2018
MZ675799.1	HBV-B	Viet Nam	2018
MZ675798.1	HBV-B	Viet Nam	2018
MZ675797.1	HBV-B	Viet Nam	2018
MZ675796.1	HBV-B	Viet Nam	2018
MZ675795.1	HBV-B	Viet Nam	2018
MZ675794.1	HBV-B	Viet Nam	2018
MZ675793.1	HBV-C	Viet Nam	2018
MZ675792.1	HBV-C	Viet Nam	2018
MZ675791.1	HBV-C	Viet Nam	2018
MZ675790.1	HBV-C	Viet Nam	2018
MZ675789.1	HBV-C	Viet Nam	2018
MZ675788.1	HBV-C	Viet Nam	2018
MZ675787.1	HBV-C	Viet Nam	2018
MZ675786.1	HBV-B	Viet Nam	2018
MZ675785.1	HBV-B	Viet Nam	2018
MZ671251.1	HBV-C	Viet Nam	2018
MZ671250.1	HBV-C	Viet Nam	2018
MZ671249.1	HBV-C	Viet Nam	2018
MZ671248.1	HBV-C	Viet Nam	2018
MZ671247.1	HBV-C	Viet Nam	2018
MZ671246.1	HBV-C	Viet Nam	2018
MZ671245.1	HBV-C	Viet Nam	2018
MZ671244.1	HBV-C	Viet Nam	2018
MZ671243.1	HBV-C	Viet Nam	2018
MZ671242.1	HBV-C	Viet Nam	2018
MZ671241.1	HBV-C	Viet Nam	2018
MZ671240.1	HBV-C	Viet Nam	2018
MZ671239.1	HBV-B	Viet Nam	2018
MZ671238.1	HBV-B	Viet Nam	2018
MZ671237.1	HBV-B	Viet Nam	2018
MZ671236.1	HBV-B	Viet Nam	2018
MZ671235.1	HBV-C	Viet Nam	2018
MZ671234.1	HBV-C	Viet Nam	2018
MZ439819.1	HBV-I	China	2019
MZ439818.1	HBV-I	China	2019
MZ439817.1	HBV-I	China	2019
MZ439816.1	HBV-I	China	2019
MZ439815.1	HBV-I	China	2019
MZ439814.1	HBV-I	China	2019
MZ439813.1	HBV-I	China	2019
MZ439812.1	HBV-I	China	2019
MZ439811.1	HBV-I	China	2019
MZ439810.1	HBV-I	China	2019
MZ439809.1	HBV-I	China	2019
MZ439808.1	HBV-I	China	2019
MZ439807.1	HBV-I	China	2019
MZ439806.1	HBV-I	China	2019
MZ439805.1	HBV-I	China	2019
MZ439804.1	HBV-I	China	2019
MZ439803.1	HBV-I	China	2019
MZ439802.1	HBV-I	China	2019
MZ439801.1	HBV-I	China	2019
MZ439800.1	HBV-I	China	2019
MZ439799.1	HBV-I	China	2019
MZ439798.1	HBV-I	China	2019
MZ439797.1	HBV-I	China	2019
MZ439796.1	HBV-I	China	2019
MZ439795.1	HBV-I	China	2019
MZ439794.1	HBV-I	China	2019
MZ439793.1	HBV-I	China	2019
MZ439792.1	HBV-I	China	2019
MZ439791.1	HBV-I	China	2019
MZ439790.1	HBV-I	China	2019
MZ439789.1	HBV-I	China	2019
MZ439788.1	HBV-I	China	2019
MZ439787.1	HBV-I	China	2013
MZ439786.1	HBV-I	China	2013
MZ439785.1	HBV-I	China	2013
MZ439784.1	HBV-I	China	2013
MZ439783.1	HBV-I	China	2013
MZ439782.1	HBV-I	China	2013
MZ439781.1	HBV-I	China	2013
MZ439780.1	HBV-I	China	2013
MZ439779.1	HBV-I	China	2013
MZ439778.1	HBV-I	China	2013
MZ439777.1	HBV-I	China	2013
MZ439776.1	HBV-I	China	2013
MZ439775.1	HBV-I	China	2013
MZ439774.1	HBV-I	China	2013
MZ439773.1	HBV-I	China	2013
MZ439772.1	HBV-I	China	2013
MZ439771.1	HBV-I	China	2013
MZ439770.1	HBV-I	China	2013
MZ439769.1	HBV-I	China	2013
MZ439768.1	HBV-I	China	2007
MZ439767.1	HBV-I	China	2007
MZ439766.1	HBV-I	China	2007
MZ439765.1	HBV-I	China	2007
MZ439764.1	HBV-I	China	2007
MZ439763.1	HBV-I	China	2007
MZ439762.1	HBV-I	China	2007
MZ439761.1	HBV-I	China	2007
MZ439760.1	HBV-I	China	2007
MZ439759.1	HBV-I	China	2007
MZ439758.1	HBV-I	China	2007
MZ439757.1	HBV-I	China	2007
MZ439756.1	HBV-I	China	2007
MZ439755.1	HBV-I	China	2007
MZ439754.1	HBV-I	China	2007
MZ439753.1	HBV-I	China	2007
MZ439752.1	HBV-I	China	2007
MZ439751.1	HBV-I	China	2007
MZ439750.1	HBV-I	China	2007
MZ439749.1	HBV-I	China	2007
MZ439748.1	HBV-I	China	2007
MZ439747.1	HBV-I	China	2007
MZ439746.1	HBV-I	China	2007
MZ439745.1	HBV-I	China	2004
MZ439744.1	HBV-I	China	2004
MZ439743.1	HBV-I	China	2004
MZ439742.1	HBV-I	China	2004
MZ439741.1	HBV-I	China	2004
MZ439740.1	HBV-I	China	2004
MZ439739.1	HBV-I	China	2004
MZ439738.1	HBV-I	China	2004
MZ439737.1	HBV-C	China	2019
MZ439736.1	HBV-C	China	2019
MZ439735.1	HBV-C	China	2019
MZ439734.1	HBV-C	China	2019
MZ439733.1	HBV-C	China	2019
MZ439732.1	HBV-C	China	2019
MZ439731.1	HBV-C	China	2019
MZ439730.1	HBV-C	China	2019
MZ439729.1	HBV-C	China	2019
MZ439728.1	HBV-C	China	2019
MZ439727.1	HBV-C	China	2019
MZ439726.1	HBV-C	China	2019
MZ439725.1	HBV-C	China	2019
MZ439724.1	HBV-C	China	2019
MZ439723.1	HBV-C	China	2019
MZ439722.1	HBV-C	China	2019
MZ439721.1	HBV-C	China	2019
MZ439720.1	HBV-C	China	2013
MZ439719.1	HBV-C	China	2013
MZ439718.1	HBV-C	China	2013
MZ439717.1	HBV-C	China	2013
MZ439716.1	HBV-C	China	2013
MZ439715.1	HBV-C	China	2013
MZ439714.1	HBV-C	China	2013
MZ439713.1	HBV-C	China	2013
MZ439712.1	HBV-C	China	2013
MZ439711.1	HBV-C	China	2013
MZ439710.1	HBV-C	China	2013
MZ439709.1	HBV-C	China	2013
MZ439708.1	HBV-C	China	2013
MZ439707.1	HBV-C	China	2013
MZ439706.1	HBV-C	China	2013
MZ439705.1	HBV-C	China	2013
MZ439704.1	HBV-C	China	2013
MZ439703.1	HBV-C	China	2013
MZ439702.1	HBV-C	China	2013
MZ439701.1	HBV-C	China	2013
MZ439700.1	HBV-C	China	2013
MZ439699.1	HBV-C	China	2013
MZ439698.1	HBV-C	China	2013
MZ439697.1	HBV-C	China	2013
MZ439696.1	HBV-C	China	2013
MZ439695.1	HBV-C	China	2013
MZ439694.1	HBV-C	China	2007
MZ439693.1	HBV-C	China	2007
MZ439692.1	HBV-C	China	2007
MZ439691.1	HBV-C	China	2007
MZ439690.1	HBV-C	China	2007
MZ439689.1	HBV-C	China	2007
MZ439688.1	HBV-C	China	2007
MZ439687.1	HBV-C	China	2007
MZ439686.1	HBV-C	China	2007
MZ439685.1	HBV-C	China	2007
MZ439684.1	HBV-C	China	2007
MZ439683.1	HBV-C	China	2007
MZ439682.1	HBV-C	China	2007
MZ439681.1	HBV-C	China	2007
MZ439680.1	HBV-C	China	2007
MZ439679.1	HBV-C	China	2007
MZ439678.1	HBV-C	China	2007
MZ439677.1	HBV-C	China	2007
MZ439676.1	HBV-C	China	2007
MZ439675.1	HBV-C	China	2007
MZ439674.1	HBV-C	China	2007
MZ439673.1	HBV-C	China	2007
MZ439672.1	HBV-C	China	2007
MZ439671.1	HBV-C	China	2007
MZ439670.1	HBV-C	China	2007
MZ439669.1	HBV-C	China	2007
MZ439668.1	HBV-C	China	2007
MZ439667.1	HBV-C	China	2007
MZ439666.1	HBV-C	China	2004
MZ439665.1	HBV-C	China	2004
MZ439664.1	HBV-C	China	2004
MZ439663.1	HBV-C	China	2004
MZ439662.1	HBV-C	China	2004
MZ439661.1	HBV-C	China	2004
MZ439660.1	HBV-C	China	2004
MZ439659.1	HBV-C	China	2004
MZ439658.1	HBV-C	China	2004
MZ439657.1	HBV-C	China	2004
MZ439656.1	HBV-C	China	2004
MZ439655.1	HBV-C	China	2004
MZ439654.1	HBV-C	China	2004
MZ439653.1	HBV-C	China	2004
MZ439652.1	HBV-C	China	2004
MZ439651.1	HBV-C	China	2004
MZ439650.1	HBV-C	China	2004
MZ439649.1	HBV-C	China	2004
MZ439648.1	HBV-C	China	2004
MZ439647.1	HBV-C	China	2004
MZ439646.1	HBV-C	China	2004
MZ439645.1	HBV-C	China	2004
MZ439644.1	HBV-C	China	2004
MZ439643.1	HBV-C	China	2004
MZ439642.1	HBV-C	China	2004
MZ439641.1	HBV-C	China	2004
MZ439640.1	HBV-C	China	2004
MZ439639.1	HBV-C	China	2019
MZ439638.1	HBV-C	China	2019
MZ439637.1	HBV-C	China	2019
MZ439636.1	HBV-C	China	2019
MZ439635.1	HBV-C	China	2019
MZ439634.1	HBV-C	China	2019
MZ439633.1	HBV-C	China	2019
MZ439632.1	HBV-C	China	2019
MZ439631.1	HBV-C	China	2019
MZ439630.1	HBV-C	China	2019
MZ439629.1	HBV-C	China	2019
MZ439628.1	HBV-C	China	2019
MZ439627.1	HBV-C	China	2019
MZ439626.1	HBV-C	China	2019
MZ439625.1	HBV-C	China	2019
MZ439624.1	HBV-C	China	2019
MZ439623.1	HBV-C	China	2007
MZ439622.1	HBV-C	China	2007
MZ439621.1	HBV-C	China	2007
MZ439620.1	HBV-C	China	2007
MZ439619.1	HBV-C	China	2007
MZ439618.1	HBV-C	China	2007
MZ439617.1	HBV-C	China	2007
MZ439616.1	HBV-C	China	2007
MZ439615.1	HBV-C	China	2007
MZ439614.1	HBV-C	China	2007
MZ439613.1	HBV-C	China	2007
MZ439612.1	HBV-C	China	2007
MZ439611.1	HBV-C	China	2007
MZ439610.1	HBV-C	China	2007
MZ439609.1	HBV-C	China	2007
MZ439608.1	HBV-C	China	2007
MZ439607.1	HBV-C	China	2007
MZ439606.1	HBV-C	China	2007
MZ439605.1	HBV-C	China	2007
MZ439604.1	HBV-C	China	2007
MZ439603.1	HBV-C	China	2007
MZ439602.1	HBV-C	China	2007
MZ439601.1	HBV-C	China	2007
MZ439600.1	HBV-C	China	2019
MZ439599.1	HBV-C	China	2019
MZ439598.1	HBV-C	China	2019
MZ439597.1	HBV-C	China	2019
MZ439596.1	HBV-C	China	2019
MZ439595.1	HBV-C	China	2019
MZ439594.1	HBV-C	China	2019
MZ439593.1	HBV-C	China	2019
MZ439592.1	HBV-C	China	2019
MZ439591.1	HBV-C	China	2019
MZ439590.1	HBV-C	China	2019
MZ439589.1	HBV-C	China	2019
MZ439588.1	HBV-C	China	2019
MZ439587.1	HBV-C	China	2019
MZ439586.1	HBV-C	China	2019
MZ439585.1	HBV-C	China	2019
MZ439584.1	HBV-C	China	2019
MZ439583.1	HBV-C	China	2019
MZ439582.1	HBV-C	China	2019
MZ439581.1	HBV-C	China	2019
MZ439580.1	HBV-C	China	2019
MZ439579.1	HBV-C	China	2007
MZ439578.1	HBV-C	China	2007
MZ439577.1	HBV-C	China	2007
MZ439576.1	HBV-C	China	2007
MZ439575.1	HBV-C	China	2007
MZ439574.1	HBV-C	China	2007
MZ439573.1	HBV-C	China	2007
MZ439572.1	HBV-C	China	2007
MZ439571.1	HBV-C	China	2007
MZ439570.1	HBV-C	China	2004
MZ439569.1	HBV-C	China	2004
MZ439568.1	HBV-C	China	2004
MZ439567.1	HBV-C	China	2004
MZ439566.1	HBV-C	China	2004
MZ439565.1	HBV-C	China	2004
MZ439564.1	HBV-C	China	2004
MZ439563.1	HBV-C	China	2004
MZ439562.1	HBV-C	China	2004
MZ439561.1	HBV-C	China	2004
MZ439560.1	HBV-C	China	2004
MZ439559.1	HBV-C	China	2004
MZ439558.1	HBV-C	China	2004
MZ439557.1	HBV-C	China	2004
MZ439556.1	HBV-C	China	2004
MZ439555.1	HBV-C	China	2004
MZ439554.1	HBV-C	China	2004
MZ439553.1	HBV-C	China	2004
MZ439552.1	HBV-C	China	2004
MZ439551.1	HBV-B	China	2019
MZ439550.1	HBV-B	China	2019
MZ439549.1	HBV-B	China	2019
MZ439548.1	HBV-B	China	2019
MZ439547.1	HBV-B	China	2019
MZ439546.1	HBV-B	China	2019
MZ439545.1	HBV-B	China	2019
MZ439544.1	HBV-B	China	2019
MZ439543.1	HBV-B	China	2019
MZ439542.1	HBV-B	China	2019
MZ439541.1	HBV-B	China	2019
MZ439540.1	HBV-B	China	2019
MZ439539.1	HBV-B	China	2019
MZ439538.1	HBV-B	China	2019
MZ439537.1	HBV-B	China	2013
MZ439536.1	HBV-B	China	2013
MZ439535.1	HBV-B	China	2013
MZ439534.1	HBV-B	China	2013
MZ439533.1	HBV-B	China	2013
MZ439532.1	HBV-B	China	2013
MZ439531.1	HBV-B	China	2013
MZ439530.1	HBV-B	China	2013
MZ439529.1	HBV-B	China	2013
MZ439528.1	HBV-B	China	2013
MZ439527.1	HBV-B	China	2013
MZ439526.1	HBV-B	China	2013
MZ439525.1	HBV-B	China	2013
MZ439524.1	HBV-B	China	2013
MZ439523.1	HBV-B	China	2013
MZ439522.1	HBV-B	China	2013
MZ439521.1	HBV-B	China	2007
MZ439520.1	HBV-B	China	2007
MZ439519.1	HBV-B	China	2007
MZ439518.1	HBV-B	China	2007
MZ439517.1	HBV-B	China	2007
MZ439516.1	HBV-C	China	2019
MZ439515.1	HBV-C	China	2019
MZ439514.1	HBV-C	China	2019
MZ439513.1	HBV-C	China	2019
MZ439512.1	HBV-C	China	2019
MZ439511.1	HBV-C	China	2019
MZ439510.1	HBV-C	China	2019
MZ439509.1	HBV-C	China	2019
MZ439508.1	HBV-C	China	2019
MZ439507.1	HBV-C	China	2019
MZ439506.1	HBV-C	China	2019
MZ439505.1	HBV-C	China	2019
MZ439504.1	HBV-C	China	2019
MZ439503.1	HBV-C	China	2019
MZ439502.1	HBV-C	China	2019
MZ439501.1	HBV-C	China	2019
MZ439500.1	HBV-C	China	2019
MZ439499.1	HBV-C	China	2019
MZ439498.1	HBV-C	China	2019
MZ439497.1	HBV-C	China	2019
MZ439496.1	HBV-C	China	2019
MZ439495.1	HBV-C	China	2019
MZ439494.1	HBV-C	China	2019
MZ439493.1	HBV-C	China	2019
MZ439492.1	HBV-C	China	2019
MZ439491.1	HBV-C	China	2013
MZ439490.1	HBV-C	China	2013
MZ439489.1	HBV-C	China	2013
MZ439488.1	HBV-C	China	2013
MZ439487.1	HBV-C	China	2013
MZ439486.1	HBV-C	China	2013
MZ439485.1	HBV-C	China	2013
MZ439484.1	HBV-C	China	2013
MZ439483.1	HBV-C	China	2013
MZ439482.1	HBV-C	China	2013
MZ439481.1	HBV-C	China	2013
MZ439480.1	HBV-C	China	2013
MZ439479.1	HBV-C	China	2013
MZ439478.1	HBV-C	China	2013
MZ439477.1	HBV-C	China	2013
MZ439476.1	HBV-C	China	2013
MZ439475.1	HBV-C	China	2013
MZ439474.1	HBV-C	China	2013
MZ439473.1	HBV-C	China	2013
MZ439472.1	HBV-C	China	2013
MZ439471.1	HBV-C	China	2013
MZ439470.1	HBV-C	China	2013
MZ439469.1	HBV-C	China	2013
MZ439468.1	HBV-C	China	2013
MZ439467.1	HBV-C	China	2013
MZ439466.1	HBV-C	China	2013
MZ439465.1	HBV-C	China	2013
MZ439464.1	HBV-C	China	2013
MZ439463.1	HBV-C	China	2013
MZ439462.1	HBV-C	China	2013
MZ439461.1	HBV-C	China	2013
MZ439460.1	HBV-C	China	2013
MZ439459.1	HBV-C	China	2013
MZ439458.1	HBV-C	China	2013
MZ439457.1	HBV-C	China	2013
MZ439456.1	HBV-C	China	2013
MZ439455.1	HBV-C	China	2013
MZ439454.1	HBV-C	China	2007
MZ439453.1	HBV-C	China	2007
MZ439452.1	HBV-C	China	2007
MZ439451.1	HBV-C	China	2007
MZ439450.1	HBV-C	China	2007
MZ439449.1	HBV-C	China	2007
MZ439448.1	HBV-C	China	2007
MZ439447.1	HBV-C	China	2007
MZ439446.1	HBV-C	China	2007
MZ439445.1	HBV-C	China	2007
MZ439444.1	HBV-C	China	2007
MZ439443.1	HBV-C	China	2007
MZ439442.1	HBV-C	China	2007
MZ439441.1	HBV-C	China	2007
MZ439440.1	HBV-C	China	2007
MZ439439.1	HBV-C	China	2007
MZ439438.1	HBV-C	China	2007
MZ439437.1	HBV-C	China	2007
MZ439436.1	HBV-C	China	2004
MZ439435.1	HBV-C	China	2004
MZ439434.1	HBV-C	China	2004
MZ439433.1	HBV-C	China	2004
MZ439432.1	HBV-C	China	2004
MZ439431.1	HBV-C	China	2004
MZ439430.1	HBV-C	China	2004
MZ439429.1	HBV-C	China	2004
MZ439428.1	HBV-C	China	2004
MZ439427.1	HBV-C	China	2004
MZ439426.1	HBV-C	China	2004
MZ439425.1	HBV-C	China	2004
MZ439424.1	HBV-C	China	2004
MZ439423.1	HBV-C	China	2004
MZ439422.1	HBV-C	China	2004
MZ439421.1	HBV-C	China	2004
MZ439420.1	HBV-C	China	2004
MZ439419.1	HBV-C	China	2004
MZ439418.1	HBV-C	China	2004
MZ439417.1	HBV-C	China	2004
MZ439416.1	HBV-C	China	2004
MZ439415.1	HBV-C	China	2004
MZ439414.1	HBV-C	China	2004
MZ439413.1	HBV-C	China	2004
MZ439412.1	HBV-C	China	2004
MZ439411.1	HBV-C	China	2004
MZ439410.1	HBV-C	China	2004
MZ439409.1	HBV-C	China	2004
MZ439408.1	HBV-C	China	2004
MZ439407.1	HBV-C	China	2004
MZ439406.1	HBV-C	China	2013
MZ439405.1	HBV-C	China	2013
MZ439404.1	HBV-C	China	2013
MZ439403.1	HBV-C	China	2013
MZ439402.1	HBV-C	China	2013
MZ439401.1	HBV-C	China	2013
MZ439400.1	HBV-C	China	2013
MZ439399.1	HBV-C	China	2013
MZ439398.1	HBV-C	China	2013
MZ439397.1	HBV-C	China	2013
MZ439396.1	HBV-C	China	2013
MZ439395.1	HBV-C	China	2013
MZ439394.1	HBV-C	China	2013
MZ439393.1	HBV-C	China	2013
MZ439392.1	HBV-C	China	2013
MZ439391.1	HBV-C	China	2013
MZ439390.1	HBV-C	China	2007
MZ439389.1	HBV-C	China	2007
MZ439388.1	HBV-C	China	2007
MZ439387.1	HBV-C	China	2007
MZ439386.1	HBV-C	China	2007
MZ439385.1	HBV-C	China	2007
MZ439384.1	HBV-C	China	2007
MZ439383.1	HBV-C	China	2007
MZ439382.1	HBV-C	China	2007
MZ439381.1	HBV-C	China	2007
MZ439380.1	HBV-C	China	2007
MZ439379.1	HBV-C	China	2007
MZ439378.1	HBV-C	China	2007
MZ439377.1	HBV-C	China	2007
MZ439376.1	HBV-C	China	2007
MZ439375.1	HBV-C	China	2007
MZ439374.1	HBV-C	China	2007
MZ439373.1	HBV-C	China	2007
MZ439372.1	HBV-C	China	2007
MZ439371.1	HBV-C	China	2007
MZ439370.1	HBV-C	China	2007
MZ439369.1	HBV-C	China	2007
MZ439368.1	HBV-C	China	2007
MZ439367.1	HBV-C	China	2007
MZ439366.1	HBV-C	China	2007
MZ439365.1	HBV-C	China	2007
MZ439364.1	HBV-C	China	2007
MZ439363.1	HBV-C	China	2007
MZ439362.1	HBV-C	China	2007
MZ439361.1	HBV-C	China	2007
MZ439360.1	HBV-C	China	2004
MZ439359.1	HBV-C	China	2004
MZ439358.1	HBV-C	China	2004
MZ439357.1	HBV-C	China	2004
MZ439356.1	HBV-C	China	2004
MZ439355.1	HBV-C	China	2004
MZ439354.1	HBV-C	China	2004
MZ439353.1	HBV-C	China	2004
MZ439352.1	HBV-C	China	2004
MZ439351.1	HBV-C	China	2004
MZ439350.1	HBV-C	China	2004
MZ439349.1	HBV-C	China	2004
MZ439348.1	HBV-C	China	2004
MZ439347.1	HBV-C	China	2004
MZ439346.1	HBV-C	China	2004
MZ439345.1	HBV-C	China	2004
MZ439344.1	HBV-C	China	2004
MZ439343.1	HBV-C	China	2004
MZ439342.1	HBV-C	China	2004
MZ439341.1	HBV-C	China	2004
MZ439340.1	HBV-C	China	2004
MZ439339.1	HBV-C	China	2004
MZ439338.1	HBV-C	China	2004
MZ439337.1	HBV-C	China	2004
